author_display,title,id,author_id
"Williams, Helen Maria",PERUVIAN TALES. TALE I.,bhw18-w0020,pers00276
"Watts, Isaac",TO David Polhill Esq ,o4672-w0610,pers00292
"Williams, Helen Maria","THE BASTILLE, A VISION.",bhw18-w0030,pers00276
"Watts, Isaac",TO Mr. Henry Bendish. ,o4672-w0600,pers00292
"Wodhull, Michael",THE EQUALITY OF MANKIND. ,o4987-w0780,pers00255
"Gay, John",FABLE [45] XLV. The Poet and the Rose.,ojg27-w0460,pers00303
"Glynn, Robert",THE DAY OF JUDGMENT: A POETICAL ESSAY.,o4986-w0160,pers00225
"Gay, John","FABLE [46] XLVI. The Cur, the Horse, and the Shepherd's Dog.",ojg27-w0470,pers00303
"Keate, George",TO A LADY GOING TO BATHE IN THE SEA. ,o4986-w0170,pers00236
"Whyte, Samuel",ELEGY I. ,o4987-w0790,pers00189
"Barber, Mary","Occasion'd by seeing some Verses written by Mrs. Constantia Grierson, upon the Death of her Son. ",pba35-w0150,pers00087
"Smith, Charlotte",SONNET [38] XXXVIII. From the Novel of Emmeline. ,n22cs-w0380,pers00290
"Jones, Mary",The SPIDER. ,pjo50-w0180,pers00273
"Barber, Mary","Written for my Son, and spoken by him in School, upon his Master's first bringing in a Rod. ",pba35-w0140,pers00087
"Jones, Mary",HEAVEN. To STELLA.,pjo50-w0190,pers00273
"Smith, Charlotte",SONNET [39] XXXIX. To Night. From the same. ,n22cs-w0390,pers00290
Anonymous,The PLAY-THING chang'd. ,o5157-w0790,pers00071
"Robinson, Mary",SONG. ,pro75-w0210,pers00271
"Betham, (Mary) Matilda","IN MEMORY OF Mr. AGOSTINO ISOLA, OF CAMBRIDGE, Who died on the 5th of June, 1797.",bmb97-w0250,pers00315
"Finch, Anne, countess of Winchilsea","The Eagle, the Sow, and the Cat. ",o4784-w0570,pers00268
"Shenstone, William",VERSES to a FRIEND. ,o5156-w0170,pers00035
"Finch, Anne, countess of Winchilsea",Man's Injustice towards Providence. ,o4784-w0560,pers00268
"Shenstone, William",The Beau to the Virtuosos; alluding to a Proposal for the Publication of a Set of BUTTERFLIES.,o5156-w0160,pers00035
"Littleton, Edward",On a SPIDER. ,o5157-w0780,pers00115
"Betham, (Mary) Matilda",WRITTEN IN ZIMMERMANN's SOLITUDE. ,bmb97-w0240,pers00315
"Blamire, Susanna",A CURE FOR LOVE. ,bsb18-w0860,pers00280
"Robinson, Mary",HYMN to VIRTUE. ,pro75-w0200,pers00271
"Barber, Mary","To Mrs. Anne Donnellan, with the fourth Essay on MAN. ",pba35-w0870,pers00087
"Burns, Robert",HALLOWEEN. ,cbu86-w0110,pers00307
"Burns, Robert",THE VISION. DUAN FIRST.,cbu86-w0100,pers00307
"Barber, Mary","To Alexander Pope, Esq; Intreating him to write Verses to the Memory of Thomas, late Earl of Thanet. ",pba35-w0860,pers00087
"Blamire, Susanna","WRITTEN ON A GLOOMY DAY, IN SICKNESS. THACKWOOD, 4TH JUNE, 1786.",bsb18-w0150,pers00280
"Straight, John",CUPID and CHLOE. ,o5156-w0850,pers00131
"Leapor, Mary","FLORIMELIA, the Second PASTORAL. ",o5125-w0480,pers00154
"Carlisle, Isabella Howard, Countess of",THE FAIRY'S ANSWER TO MRS. GREVILLE. ,o4984-w0650,pers00321
"Straight, John",[Epigram] ,o5156-w0840,pers00131
"Blamire, Susanna",ON IMAGINED HAPPINESS IN HUMBLE STATIONS. ,bsb18-w0140,pers00280
"Greville, Frances",PRAYER FOR INDIFFERENCE. ,o4984-w0640,pers00175
"Leapor, Mary",CATHARINA's CAVE. ,o5125-w0490,pers00154
"Wesley, Charles",In DESERTION or TEMPTATION. ,o3900-w0980,pers00309
"Smart, Christopher",The SILENT FAIR. BALLAD V.,o4103-w0260,pers00254
"Prior, Matthew",PALLAS and VENUS. AN EPIGRAM. ,pmp18-w0420,pers00314
"Tate, Nahum",The Round. ,oat77-w0510,pers00344
"Wesley, Charles","JUSTIFIED, but not SANCTIFIED. ",o3900-w0990,pers00309
"Tate, Nahum",Of the Ape and the Fox. A Paraphrase on one of the Centum Fabulae.,oat77-w0500,pers00344
"Prior, Matthew",TO A Young Gentleman in Love. A TALE.,pmp18-w0430,pers00314
"Smart, Christopher",The FORCE of INNOCENCE. To Miss C—. BALLAD VI.,o4103-w0270,pers00254
"Melmoth, William",Of Active and Retired Life. AN EPISTLE to H. C. Esq;,o5152-w0290,pers00032
"Murphy, Arthur",PROLOGUE. ,o4986-w0840,pers00239
"Hands, Elizabeth",WIT AND BEAUTY. A PASTORAL.,peh89-w0040,pers00324
"Carstairs, Christian",[QUEEN MARY.] The following Dedication designed for — Esq; deceased.,pcc86-w0060,pers00323
"Day, Eliza",TO THE SAME. ,bed98-w0250,pers00340
Anonymous,To the Earl of CHESTERFIELD. ,o5154-w0640,pers00061
"Garrick, David",EPILOGUE. ,o4986-w0850,pers00098
"Hands, Elizabeth",ABSENCE AND DEATH. A PASTORAL.,peh89-w0050,pers00324
"Nugent, Robert Craggs, Earl Nugent","An INSCRIPTION on the TOMB, Raised to the memory of the author's father, and of others his ancestors.",o5153-w0460,pers00119
"Johnson, Samuel","PROLOGUE SPOKEN BY Mr. GARRICK, At the Opening of the Theatre in Drury-lane 1747.",o5152-w0280,pers00029
"Brown, John",HONOUR. A POEM.,o5154-w0650,pers00036
"Carstairs, Christian","Addressed to a BEECH TREE, on observing that some of its Leaves were tinged by the Smoke of a Fire that had been kindled under it. ",pcc86-w0070,pers00323
"Gray, Thomas",[Parody on an Epitaph] ,tgaen-wpare,pers00039
"Day, Eliza",TO — — —. ,bed98-w0240,pers00340
"Kelly, Isabella","EXTEMPORE in the GARDEN of a CONVENT belonging to LES SOEURS NOIR, à BOURBURG. ",pik94-w0120,pers00327
"Watts, Isaac",JESUS THE Only SAVIOUR. ,o4672-w0160,pers00292
"Egerton, Sarah Fyge",Love. ,pse03-w0180,pers00272
"Watts, Isaac",A Song of Praise TO GOD. PSALM C. In Trissyllable Feet.,o4672-w0170,pers00292
"Kelly, Isabella","TO A BROTHER, ON ENTERING THE ARMY. ",pik94-w0130,pers00327
"Egerton, Sarah Fyge",A SONG. ,pse03-w0190,pers00272
"Gay, John",FABLE [30] XXX. The Setting-dog and the Partridge.,ojg27-w0310,pers00303
"Hawkesworth, John","AUTUMN: AN ODE,",o4986-w0610,pers00044
"Watts, Isaac",SONG I. A general Song of Praise to GOD.,o5454-w0010,pers00292
"Gay, John",FABLE [29] XXIX. The Fox at the point of death.,ojg27-w0300,pers00303
"Hawkesworth, John",THE MIDSUMMER WISH. ,o4986-w0600,pers00044
"Cowley, Hannah",ODE TO DELLA CRUSCA.,o4739-w0200,pers00284
"Cowper, William",THE NIGHTINGALE AND GLOW-WORM. ,o3794-w0250,pers00269
"Parnell, Thomas","HESIOD: OR, THE Rise of WOMAN.",o4106-w0010,pers00294
"Grierson, Constantia","To the Honourable Mrs. Percival, on her desisting from the Bermudan Project. ",pba35-w0620,pers00261
"Merry, Robert",TO ANNA MATILDA. ,o4739-w0210,pers00285
"Barber, Mary","To Mrs. Newans, encouraging her to draw Lady Killmorey's Picture. ",pba35-w0630,pers00087
"Finch, Anne, countess of Winchilsea",The Owl Describing her Young Ones. ,o4784-w0200,pers00268
"Baillie, Joanna","THE MERRY BACHELOR, (FOUNDED ON THE OLD SCOTCH SONG OF “WILLIE WAS A WANTON WAG.”)",bjb18-w0280,pers00287
"Williams, Sir Charles Hanbury",To Mrs. BINDON at BATH. ,o5156-w0600,pers00027
"Chatterton, Thomas",TO MISS H—L—D. 1768.,o4198-w0100,pers00288
"Chatterton, Thomas",TO MISS C—KE. 1768.,o4198-w0110,pers00288
"Finch, Anne, countess of Winchilsea","The Philosopher, the Young Man, and his Statue. ",o4784-w0210,pers00268
"Bindon, Mrs.",Mrs. BINDON'S ANSWER. ,o5156-w0610,pers00080
"Baillie, Joanna",TWO SONGS. I.,bjb18-w0290,pers00287
"Campbell, Thomas",LOVE AND MADNESS; AN ELEGY WRITTEN IN 1795.,n27tc-w0040,pers00316
"Campbell, Thomas",THE WOUNDED HUSSAR. ,n27tc-w0050,pers00316
"Hudson, Thomas",ODE TO LIBERTY. ,o4984-w0120,pers00233
"Churchill, Charles",NIGHT. ,o4111-w0010,pers00155
"Alcock, Mary",THE CHIMNEY-SWEEPER'S COMPLAINT. ,pma99-w0070,pers00306
"Blamire, Susanna",AULD ROBIN FORBES. ,bsb18-w0620,pers00280
"Alcock, Mary",A HYMN. ,pma99-w0060,pers00306
"Hudson, Thomas",ODE TO FANCY. ,o4984-w0130,pers00233
"Blamire, Susanna",THE SOLDIER'S RETURN. ,bsb18-w0630,pers00280
"Barbauld, Anna Laetitia",HYMN III. For EASTER-SUNDAY.,o3555-w0280,pers00149
"Berkeley, George Monck","VERSES ON MRS. BILLINGTON'S APPEARANCE AT OXFORD. TO THOMAS BARRETT LENNARD, ESQ.",o5280-w0230,pers00277
"Tate, Nahum",ODE. To my Ingenious Friend Mr. Flatman.,oat77-w0260,pers00344
"Prior, Matthew","The Question, to Lisetta. ",pmp18-w0350,pers00314
"Opie, Amelia",REMEMBRANCE. ,bao18-w0260,pers00279
"Opie, Amelia",SECRET LOVE. ,bao18-w0270,pers00279
"Barbauld, Anna Laetitia",HYMN IV. ,o3555-w0290,pers00149
"Berkeley, George Monck",THE BANKS OF ALMOND. (VIDE PENNANT'S TOUR.),o5280-w0220,pers00277
"Prior, Matthew",On BEAUTY. A RIDDLE.,pmp18-w0340,pers00314
"Tate, Nahum",The Banquet. ,oat77-w0270,pers00344
"Pitt, Christopher",The MIMICK. ,o5154-w0130,pers00017
"Little, Janet","AMANDA: AN ELEGY ON THE DEATH OF MRS. —, PERSONATING HER HUSBAND.",bjl92-w0160,pers00338
"Day, Eliza",WILLIAM AND ELLEN. ,bed98-w0520,pers00340
"Yearsley, Ann",A FRAGMENT. ,pye85-w0060,pers00256
"Lyttelton, George, 1st Baron Lyttelton",VERSES Making Part of an EPITAPH on the same LADY. ,o5153-w0300,pers00030
"Day, Eliza",SONNET. ,bed98-w0530,pers00340
"Little, Janet",CELIA AND HER LOOKING GLASS. ,bjl92-w0170,pers00338
"Rolle, Edward",On SCRIBLING against GENIUS. An EPISTLE.,o5154-w0120,pers00124
"Yearsley, Ann",ON THE Sudden Death of a FRIEND. ,pye85-w0070,pers00256
"West, Gilbert","ON THE ABUSE of TRAVELLING. A CANTO, In Imitation of SPENSER.",o5153-w0310,pers00024
"Soper, Miss",REPENTANCE. ,o5157-w0470,pers00128
"Finch, Anne, countess of Winchilsea",HOPE. ,o4784-w0690,pers00268
"Baillie, Joanna","SONG, POVERTY PARTS GOOD COMPANY,",bjb18-w0610,pers00287
"Graves, Richard",The INVISIBLE. ,o5156-w0290,pers00142
"Finch, Anne, countess of Winchilsea",LIFE's Progress. ,o4784-w0680,pers00268
"Graves, Richard",To Lady FANE on her Grotto at Basilden. 1746.,o5156-w0280,pers00142
"Baillie, Joanna",A SCOTCH SONG. ,bjb18-w0600,pers00287
"Soper, Miss","Miss SOPER'S Answer to a Lady, who invited her to retire into a monastic Life at St. CROSS, near WINCHESTER. ",o5157-w0460,pers00128
"Pomfret, John",Upon the Divine Attributes. A Pindaric Essay.,ppo24-w0150,pers00257
"Smith, Charlotte",SONNET [06] VI. To Hope. ,n22cs-w0060,pers00290
"Jones, Mary",Her EPITAPH. (Which the Author hopes will live as long as she does.),pjo50-w0260,pers00273
"Cowper, William","[THE TASK, A POEM, IN SIX BOOKS.] BOOK II.",o3795-w0020,pers00269
"Crabbe, George",THE VILLAGE. IN TWO BOOKS.,pcr18-w0020,pers00275
"Hunter, Anne","ADDRESSED TO MRS. G. OF THE PRIORY, CORNWALL.",bah18-w0040,pers00281
"Pomfret, John",An Inscription for the Monument of Diana Countess of Oxford and Elgin. ,ppo24-w0140,pers00257
"Crabbe, George",THE NEWSPAPER. ,pcr18-w0030,pers00275
"Hunter, Anne","ODE TO CONDUIT VALE, BLACKHEATH.",bah18-w0050,pers00281
"Jones, Mary",The LASS of the HILL. Humbly inscribed to Her Grace the Dutchess of MARLBOROUGH.,pjo50-w0270,pers00273
"Smith, Charlotte",SONNET [07] VII. On the Departure of the Nightingale. ,n22cs-w0070,pers00290
"Cowper, William","[THE TASK, A POEM, IN SIX BOOKS.] BOOK III.",o3795-w0030,pers00269
"Churchill, Charles",GOTHAM. BOOK III.,o3588-w0010,pers00155
"Cockfield, Joseph","WRITTEN AT THE HERMITAGE AT ALDERSBROOK, MDCCLXI. ",o4987-w0460,pers00213
"Carmichael, Rebekah",ON THE BIRTH-DAY OF A YOUNG GENTLEMAN IN THE EAST INDIES ,prc90-w0120,pers00328
"Pilkington, Laetitia","THE STATUES: OR, THE TRIAL of CONSTANCY ",o4182-w0010,pers00121
"Graves, Richard","AN INVITATION TO THE FEATHERED RACE, MDCCLXIII. WRITTEN AT CLAVERTON, NEAR BATH.",o4986-w0280,pers00142
"Duck, Stephen",Occasion'd by a Dispute with a LADY. ,o4741-w0230,pers00091
"Graves, Richard","UNDER AN HOUR-GLASS, IN A GROTTO NEAR THE WATER AT CLAVERTON. ",o4986-w0290,pers00142
"Cockfield, Joseph",ADVICE TO A SHEPHERD. ,o4987-w0470,pers00213
"Carmichael, Rebekah",THE STAR OF EDEN VALE ,prc90-w0130,pers00328
"Holcroft, Thomas","ELEGY I. ON THE Death of S. FOOTE, Esq. ELEGY.",o4898-w0010,pers00330
"Duck, Stephen",CHLOE's CONQUEST. ,o4741-w0220,pers00091
"Egerton, Sarah Fyge",The Platonick. ,pse03-w0510,pers00272
"Macpherson, James",[FRAGMENT] XI. ,o4688-w0110,pers00291
"Egerton, Sarah Fyge","Terpsichore: A Lyrick Muse, On the Death of John Dryden, Esq; extempore. ",pse03-w0500,pers00272
"Macpherson, James",[FRAGMENT] X. ,o4688-w0100,pers00291
"Montagu, Lady Mary Wortley",A RECEIPT to Cure the Vapours. Written to Lady J———n.,o5152-w0170,pers00001
"Somervile, William",PARAPHRASE upon a FRENCH SONG. ,o5156-w1210,pers00008
"Nugent, Robert Craggs, Earl Nugent",EPIGRAM I. ,o5153-w0790,pers00119
"Garrick, David",An ODE ON THE DEATH of Mr. PELHAM. ,o5155-w0340,pers00098
"Prior, Matthew","An ODE. Presented to the KING, on his Majesty's Arrival in Holland, AFTER The QUEEN's Death. 1695. ",pmp18-w0195,pers00314
Anonymous,"A POEM to the Memory of THOMAS, late Marquiss of WHARTON, Lord Privy Seal. ",o5156-w1200,pers00069
"Edwards, Thomas",SONNET XI. ,o5153-w0780,pers00016
"Montagu, Lady Mary Wortley","EPILOGUE To MARY, Queen of SCOTS. Design'd to be spoken by Mrs. OLDFIELD.",o5152-w0160,pers00001
"Warton, Joseph","VERSES Written at MOUNTAUBAN in FRANCE, 1750. ",o5155-w0350,pers00049
"Barber, Mary","To a Lady in the Spleen, whom the Author was desir'd to amuse. ",pba35-w1230,pers00087
"Rowe, Elizabeth",TO CELINDA. ,oar96-w0320,pers00265
"Chatterton, Thomas",KENRICK. TRANSLATED FROM THE SAXON.,o4039-w0020,pers00288
"Tighe, Mary",To W. P. Esq. Avondale. ,pmt18-w0200,pers00320
"Barber, Mary",The Peacock. A Fable.,pba35-w1220,pers00087
"Rowe, Elizabeth",Thoughts on Death. ,oar96-w0330,pers00265
"Tighe, Mary",Addressed to My Brother. 1805.,pmt18-w0210,pers00320
"Chatterton, Thomas","CERDICK, TRANSLATED FROM THE SAXON.",o4039-w0030,pers00288
"Mason, William","ISIS. An ELEGY. WRITTEN BY MR. MASON OF CAMBRIDGE, 1748.",o5089-w0750,pers00051
"Blacklock, Thomas",THE WISH: AN ELEGY. TO URANIA.,o4985-w0350,pers00208
"Ramsay, Allan",THE EAGLE and ROBIN RED-BREAST. A FABLE.,o5089-w0740,pers00182
"Scott, James",ODE TO THE MUSE. ,o4985-w0340,pers00058
"Akenside, Mark",ODE IX. To SLEEP. ,o3776-w0090,pers00047
"Craven, Elizabeth",On Dreaming That She Saw her Heart at her Feet. ,ilc19-w0020,pers00215
"Akenside, Mark",ODE VIII. On leaving HOLLAND. ,o3776-w0080,pers00047
"Craven, Elizabeth","[A thing my dear Lord, that I ne'er should have thought on] ",ilc19-w0030,pers00215
"Rowe, Elizabeth",THE Expostulation. ,oar96-w0060,pers00265
"Barber, Constantine","To the Right Honourable the Lady Elizabeth Boyle, Daughter to the Right Honourable John Earl of Orrery, on her Birth-Day, May 7. 1733. ",pba35-w1170,pers00264
"Wesley, Samuel",PSALM CXVII. ,o3900-w0920,pers00308
"Prior, Matthew",THE LADLE. ,pmp18-w0480,pers00314
"Tighe, Mary","Written at Rossana. November 18, 1799.",pmt18-w0140,pers00320
"Rowe, Elizabeth",To my Lady CARTERET. ,oar96-w0070,pers00265
"Barber, Constantine","A Letter sent to Mrs. Barber, at Tunbridge-Wells. ",pba35-w1160,pers00264
"Pope, Alexander",AN EPISTLE TO Dr. ARBUTHNOT. ,o3674-w0010,pers00012
"Prior, Matthew","Written at Paris, 1700. In the Beginning of ROBE's GEOGRAPHY. ",pmp18-w0490,pers00314
"Tighe, Mary",Written at Rossana. ,pmt18-w0150,pers00320
"Green, Matthew",On BARCLAY's Apology for the Quakers. ,o5152-w0230,pers00101
"Carter, Elizabeth","ODE, to a LADY in LONDON. ",o5156-w1150,pers00085
"Addison, Joseph / Amhurst, Nicholas",THE RESURRECTION A POEM. ,o3428-w0010,"pers00150,pers00153"
"Hall, William","To POLLY LAURENCE, quitting the Pump. BATH, January 1756.",o5156-w1140,pers00146
"Green, Matthew",The SEEKER. ,o5152-w0220,pers00101
"Gray, Thomas",An ELEGY WRITTEN IN A COUNTRY CHURCH YARD. ,o5155-w0010,pers00039
"Hoadly, John",BOOK VIII. Ep. 35. ,o5156-w1236,pers00108
"Wesley, Charles",HYMN to CHRIST the King. ,o3900-w1080,pers00309
"Wesley, Charles",IId HYMN to CHRIST the King. ,o3900-w1090,pers00309
Anonymous,A PRESENT TO A YOUNG LADY WITH A PAIR OF STOCKINGS. ,o5089-w0410,pers00160
"Leapor, Mary",On DISCONTENT. To STELLA.,o5125-w0420,pers00154
"Collins, William","ORIENTAL ECLOGUES. SELIM; OR, THE SHEPHERD'S MORAL.",o4985-w0010,pers00048
"Woty, William",THE PIN. ,o5089-w0400,pers00190
"Gray, Thomas",Lines on the Accession of George III ,tgaen-wlog3,pers00039
"Leapor, Mary",The PROPOSAL. ,o5125-w0430,pers00154
"Jones, Mary","ELEGY, On a favourite DOG, suppos'd to be poison'd. To Miss Molly Clayton.",pjo50-w0120,pers00273
"Smith, Charlotte","SONNET [32] XXXII. To Melancholy. Written on the Banks of the Arun, October, 1785. ",n22cs-w0320,pers00290
"Hunter, Anne","LELIA; OR, THE MANIAC'S SONG.",bah18-w0300,pers00281
"Pomfret, John","Dies Novissima: OR, THE LAST EPIPHANY. A Pindarick Ode, on Christ's Second Appearance to Judge the World.",ppo24-w0200,pers00257
"Hunter, Anne","THE GENIUS OF THE MOUNTAINS OF BALAGATA, IN THE EAST INDIES, BEWAILS THE MISERIES BOUGHT UPON HIS COUNTRY.",bah18-w0310,pers00281
"Smith, Charlotte",SONNET [33] XXXIII. To the Naiad of the Arun. ,n22cs-w0330,pers00290
"Jones, Mary","Rhymes, to Miss Charlot Clayton. ",pjo50-w0130,pers00273
"Hoadly, John",The INDOLENT. ,o5157-w0730,pers00108
"Baillie, Joanna",MALCOLM'S HEIR. A TALE OF WONDER.,bjb18-w0550,pers00287
"Baillie, Joanna","LORD JOHN OF THE EAST, A Ballad.",bjb18-w0540,pers00287
"Littleton, Edward",A Letter from Cambridge to a young Gentleman at Eton School. ,o5157-w0720,pers00115
"Diaper, William",[OPPIAN's HALIEUTICKS  Part I. OF THE NATURE of FISHES. In Two Books] THE FIRST BOOK OF OPPIAN's HALIEUTICKS.,pdi22-w0010,pers00266
"Williams, Helen Maria","EDWIN AND ELTRADA, A LEGENDARY TALE.",bhw18-w0080,pers00276
"Williams, Helen Maria",ODE TO PEACE. ,bhw18-w0090,pers00276
"Wesley, Samuel",EUPOLIS' Hymn to the Creator. ,o3900-w0010,pers00308
"Carmichael, Rebekah",A SONG ,prc90-w0260,pers00328
"Cotton, Nathaniel",SOLITUDE. A SONG. TO LADY COVENTRY'S MINUET.,o4987-w0720,pers00025
"Duck, Stephen",On Mrs. L—s. ,o4741-w0170,pers00091
"Shenstone, William","VERSES written towards the close of the Year 1748, to WILLIAM LYTTELTON, Esq; ",o5155-w0920,pers00035
"Carmichael, Rebekah",TO CAPTAIN **** ,prc90-w0270,pers00328
"Cotton, Nathaniel","TO THE MEMORY OF THE LATE DUKE OF BRIDGEWATER, MDCCXLVIII. ",o4987-w0730,pers00025
"Duck, Stephen",To DEATH. An IRREGULAR ODE.,o4741-w0160,pers00091
"Parnell, Thomas","THE Horse and the Olive: OR, WAR and PEACE.",o3316-w0010,pers00294
"Shenstone, William",[Song]  I. ,o5155-w0930,pers00035
"Merrick, James",THE TRIALS OF VIRTUE. ,o4984-w0260,pers00045
"Potter, Robert",HOLKHAM. A POEM.,o4985-w0480,pers00245
"Alcock, Mary",IN RETURN FOR THE PRESENT OF A PAIR OF BUCKLES. ,pma99-w0330,pers00306
"Finch, Anne, countess of Winchilsea",A Nocturnal Reverie. ,o4784-w0860,pers00268
"Goldsmith, Oliver",EDWIN AND ANGELINA. A BALLAD.,o5089-w0080,pers00174
"Blamire, Susanna",THE TOILING DAY HIS TASK HAS DUIN. ,bsb18-w0560,pers00280
"Shenstone, William",On a small Building in the Gothick Taste. ,o5155-w0942,pers00035
"Roberts, William Hayward",THE POOR MAN's PRAYER. WRITTEN 1766. ADDRESSED TO THE EARL OF CHATHAM.,o4985-w0490,pers00183
"Alcock, Mary","TO A CERTAIN AUTHOR, ON HIS WRITING A PROLOGUE, WHEREIN HE DESCRIBES A TRAVELLER FROZEN IN A SNOW STORM. ",pma99-w0320,pers00306
"Merrick, James",VERSES WRITTEN ORIGINALLY IN THE PERSIC LANGUAGE. ,o4984-w0270,pers00045
"Blamire, Susanna","WEY, NED, MAN! ",bsb18-w0570,pers00280
"Lloyd, Robert","THE CIT's COUNTRY-BOX, 1757. ",o5089-w0090,pers00179
"Macpherson, James",THE DEATH of CUCHULLIN: A POEM. ,o5164-w0080,pers00291
"Macpherson, James",DAR-THULA: A POEM. ,o5164-w0090,pers00291
"Little, Janet",TO A YOUNG MAN UNDER SENTENCE OF DEATH FOR FORGERY. FROM HIS MISTRESS.,bjl92-w0220,pers00338
"Jenyns, Soame","To the Right Honourable the EARL of CHESTERFIELD, on his being installed Knight of the GARTER. ",o5154-w0270,pers00112
"Day, Eliza",A HYMN FOR NEW YEAR'S DAY. ,bed98-w0660,pers00340
"Williams, Sir Charles Hanbury",MARTIALIS EPIGRAMMA. Lib. vi. Ep. 24. Imitated.,o5155-w0490,pers00027
"Lyttelton, George, 1st Baron Lyttelton",TO THE Reverend Dr. AYSCOUGH at Oxford. Written from Paris in the Year 1728.,o5153-w0040,pers00030
"Williams, Sir Charles Hanbury","ODE on the Death of MATZEL, a favourite Bull-finch, address'd to Mr. ST—PE, to whom the Author had given the Reversion of it when he left Dresden.",o5155-w0480,pers00027
"Day, Eliza",A HYMN IN SICKNESS. ,bed98-w0670,pers00340
"Jenyns, Soame",CHLOE to STREPHON. A SONG.,o5154-w0260,pers00112
"Little, Janet",ON AN UNLOOKED-FOR SEPARATION FROM A FRIEND. ,bjl92-w0230,pers00338
"Cristall, Ann Batten",ODE ON TRUTH. ADDRESSED TO GEORGE DYER.,cac95-w0280,pers00301
"Lyttelton, George, 1st Baron Lyttelton","To Mr. POYNTZ, Ambassador at the Congress of Soissons, in the Year 1728. Written at Paris.",o5153-w0050,pers00030
"Prior, Matthew","On Exodus iii. 14. I am that I am. An ODE. Written in 1688, as an Exercise at St. John's College, Cambridge.",pmp18-w0010,pers00314
"Tate, Nahum",The Amusement. ,oat77-w0120,pers00344
"Berkeley, George Monck","TO MIRANDA, ON THE DEATH OF HER BROTHER-IN-LAW THE EARL OF L—. ",o5280-w0170,pers00277
"Opie, Amelia",STANZAS TO CYNTHIO. ,bao18-w0120,pers00279
"Opie, Amelia",THE ORIGIN OF THE SAIL. ,bao18-w0130,pers00279
"Tate, Nahum",The Amorist. ,oat77-w0130,pers00344
"Berkeley, George Monck",ADDRESS TO THE WINDS. SUPPOSED TO BE WRITTEN BY A LADY DURING THE ABSENCE OF HER LOVER.,o5280-w0160,pers00277
"Shaw, Cuthbert",MONODY TO THE MEMORY OF A YOUNG LADY. ,o4986-w0550,pers00251
"Gay, John","FABLE [04] IV. The Eagle, and the Assembly of Animals.",ojg27-w0050,pers00303
"Watts, Isaac",[MORAL SONG] II. Innocent Play. ,o5454-w0350,pers00292
